Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,Aromatic Proportion,MolMR,logS
4-dimethylamino benzoic acid,1.4507999999999999,165.19199999999995,2.0,2.0,1.0,0.5,47.72830000000002,-3.3979
m-hydroxybenzyl alcohol,0.8844999999999998,124.13899999999997,1.0,2.0,2.0,0.6666666666666666,34.029599999999995,-0.2678
"acetamide, 2-cyano-n-phenyl-",1.5387799999999998,160.17600000000002,2.0,2.0,1.0,0.5,45.30170000000002,-2.7275
m-hydroxyphenylacetic acid,1.0193,152.149,2.0,2.0,2.0,0.5454545454545454,39.446600000000025,0.8177
"1-pentanamine, n,n-dipentyl-",4.859000000000005,227.43599999999995,12.0,1.0,0.0,0.0,75.01500000000007,-4.0326
4-methylphenylisothiocyanate,2.7293200000000004,149.218,1.0,2.0,0.0,0.6,45.865000000000016,-4.7213
p-methylstyrene,2.638020000000001,118.17899999999999,1.0,0.0,0.0,0.6666666666666666,41.270000000000024,-3.1232
p-hydroxybenzyl alcohol,0.8845000000000001,124.13899999999997,1.0,2.0,2.0,0.6666666666666666,34.029599999999995,-1.2678
"1,4-benzenedicarboxaldehyde",1.3115999999999999,134.134,2.0,2.0,0.0,0.6,37.21700000000001,-2.8265
methylbutyrate,0.9595,102.13299999999998,2.0,2.0,0.0,0.0,26.923999999999985,-0.8331
"1,2-propylene glycol diacetate",0.5011000000000001,160.16899999999998,3.0,4.0,0.0,0.0,37.861,-0.2046
"decanedioic acid, bis(2-ethoxyethyl) ester",3.266600000000002,346.4640000000001,17.0,6.0,0.0,0.0,91.84000000000007,-3.1972
diethyl azelate,2.843300000000001,244.33099999999993,10.0,4.0,0.0,0.0,65.58500000000005,-2.99
methyl valerate,1.3496000000000001,116.15999999999998,3.0,2.0,0.0,0.0,31.540999999999986,-1.3606
"1,4-diiodobenzene",2.8958000000000013,329.906,0.0,0.0,0.0,0.75,51.87600000000001,-5.3723
3-nonanol,2.7277000000000013,144.25799999999998,6.0,1.0,1.0,0.0,45.05680000000002,-2.6608
"ethane, 1,2-diiodo-",1.8564,281.86199999999997,1.0,0.0,0.0,0.0,37.77400000000001,-3.2196
"3,3-dimethyl-1-butanol",1.4149,102.17699999999999,1.0,1.0,1.0,0.0,31.15779999999998,-1.1308
"2,4-dimethyl-2-pentanol",1.8034,116.20399999999998,2.0,1.0,1.0,0.0,35.75279999999999,-0.9307
"urea, (1,1-dimethylpropyl)-",0.8433000000000002,130.191,2.0,1.0,2.0,0.0,37.08909999999999,-1.0142
2-methyl-2-hexanol,1.9475000000000002,116.20399999999998,3.0,1.0,1.0,0.0,35.822799999999994,-1.0784
2-methyl-2-heptanol,2.3376000000000006,130.231,4.0,1.0,1.0,0.0,40.43980000000001,-1.7168
methyl isobutyl ether,1.2888000000000002,88.15,2.0,1.0,0.0,0.0,26.71399999999999,-0.9007
methoxyacetic acid,-0.2826,90.07799999999999,2.0,2.0,1.0,0.0,19.5118,1.0454
2-nitroethanol,-0.7445999999999999,91.06599999999999,2.0,3.0,1.0,0.0,18.9472,1.0406
ethyl isopropyl ether,1.4313,88.15,2.0,1.0,0.0,0.0,26.761999999999986,-0.5607
isopropyl formate,0.5678,88.106,2.0,2.0,0.0,0.0,22.284999999999997,-0.6301
3-chloroiodobenzene,2.9446000000000003,238.45499999999998,0.0,0.0,0.0,0.75,44.16900000000001,-3.55
"2,4-dihydroxypyridine",0.08049999999999996,111.09999999999998,0.0,2.0,2.0,0.75,28.7275,-1.2498
"1,3-benzenedimethanol",0.6712,138.166,2.0,2.0,2.0,0.6,38.28760000000001,-0.2328
24pyrimidinedione6methyl,-0.6283800000000002,126.115,0.0,2.0,2.0,0.6666666666666666,32.420399999999994,-1.2557
4-hydroxypyridine,0.37490000000000007,95.10099999999998,0.0,1.0,1.0,0.8571428571428571,27.0627,1.0218
"2-propanol, 1,3-bis(3-methylbutoxy)-",2.4727000000000006,232.36399999999995,10.0,3.0,1.0,0.0,66.55480000000007,-1.3662
"hexanedioic acid, monoethyl ester",1.1945000000000001,174.196,6.0,3.0,1.0,0.0,42.73680000000001,-0.3602
4-methyl-1-pentanol,1.4149,102.17699999999999,3.0,1.0,1.0,0.0,31.15779999999998,-1.1286
2-pentenoic acid,1.0372000000000001,100.11699999999999,2.0,1.0,1.0,0.0,27.06679999999999,-0.2019
propyl isopropyl ether,1.8214000000000001,102.17699999999998,3.0,1.0,0.0,0.0,31.378999999999987,-1.3373
1-propylnitrate,0.6047,105.09299999999999,3.0,3.0,0.0,0.0,23.237399999999994,-1.5044
3-bromopropanol,0.7637,138.992,2.0,1.0,1.0,0.0,25.49679999999999,0.0093
3-chloro-1-propanol,0.6075999999999999,94.541,2.0,1.0,1.0,0.0,22.42279999999999,0.4223
"ethane, 1-chloro-2-methoxy-",0.8716,94.541,2.0,1.0,0.0,0.0,22.595999999999997,-0.0725
5-methyl-2-hexanol,1.8034,116.20399999999998,3.0,1.0,1.0,0.0,35.75279999999999,-1.375
"3-isopentyloxy-propane-1,2-diol",0.40229999999999994,162.22899999999998,6.0,3.0,2.0,0.0,43.36660000000001,-1.2101
"hexanedioic acid, dimethyl ester",0.8927999999999998,174.196,5.0,4.0,0.0,0.0,42.500000000000014,-1.4629
methyl n-butyl ether,1.4329,88.14999999999999,3.0,1.0,0.0,0.0,26.783999999999992,-0.9907
ethyl propyl ether,1.4329,88.14999999999999,3.0,1.0,0.0,0.0,26.783999999999992,-0.6806
n-amyl acetate,1.7397,130.18699999999998,4.0,2.0,0.0,0.0,36.158,-1.8841
"1,3-propanediol, diacetate",0.5026999999999999,160.169,4.0,4.0,0.0,0.0,37.883,-0.2046
1-heptyne,2.1999000000000004,96.17299999999999,3.0,0.0,0.0,0.0,32.97499999999998,-3.0099
1-octyne,2.5900000000000007,110.19999999999999,4.0,0.0,0.0,0.0,37.592,-3.662
n-tridecane,5.317300000000005,184.36699999999996,10.0,0.0,0.0,0.0,62.13500000000007,-7.5936
n-pentadecane,6.097500000000006,212.42099999999994,12.0,0.0,0.0,0.0,71.36900000000007,-9.4464
1-pentadecanol,5.069900000000006,228.41999999999993,13.0,1.0,1.0,0.0,72.78080000000007,-6.3476
hexacosane,10.388599999999993,366.7180000000002,23.0,0.0,0.0,0.0,122.15600000000013,-8.3339
hexatriacontane,14.289599999999968,506.9880000000006,33.0,0.0,0.0,0.0,168.32599999999962,-8.4746
"1,1,1,2-tetrachloroethane",2.5954000000000006,167.85,0.0,0.0,0.0,0.0,31.01,-2.1955
"acetic acid, dibromo-",1.1869,217.844,1.0,1.0,1.0,0.0,29.2778,0.9861
sulfasomizole,1.8345199999999997,269.351,3.0,5.0,2.0,0.6470588235294118,68.51390000000002,-1.0762
tetramethylurea,0.22960000000000003,116.16399999999999,0.0,1.0,0.0,0.0,32.76999999999998,0.9349
tetrachlorophthalic acid,3.6966,303.9120000000001,2.0,2.0,2.0,0.375,60.4006,-1.9264
bilirubin,4.531240000000003,584.6730000000005,12.0,4.0,6.0,0.23255813953488372,163.8123999999998,-4.8127
resorufin,1.9984,213.19199999999998,0.0,4.0,1.0,0.875,58.56580000000002,-1.0277
"4(1h)-pyrimidinone, 2,3-dihydro-5-methyl-2-thiox",0.74091,142.18300000000002,0.0,2.0,2.0,0.6666666666666666,36.9844,-2.4461
1-cyclohexene-1-carboxylic acid,1.5714000000000001,126.155,1.0,1.0,1.0,0.0,34.1868,-1.2558
p-benzoquinone oxime,1.7900999999999998,123.11099999999999,1.0,3.0,1.0,0.6666666666666666,33.561800000000005,-1.5462
isopropyl propionate,1.3479999999999999,116.15999999999998,2.0,2.0,0.0,0.0,31.518999999999984,-1.2906
ethyl t-butyl ether,1.8214000000000001,102.17699999999999,1.0,1.0,0.0,0.0,31.37899999999998,-0.9302
"4h-1,3,5-dithiazine, dihydro-2,4,6-trimethyl-,",2.094,163.311,0.0,3.0,1.0,0.0,46.70370000000002,-1.3679
"1,3-diacetylurea",-0.6214,144.12999999999997,0.0,3.0,2.0,0.0,33.029399999999995,-0.3137
tridecanoic acid,4.382000000000003,214.34899999999996,11.0,1.0,1.0,0.0,64.09680000000007,-3.8126
thiometon,2.990000000000001,246.35899999999998,7.0,5.0,0.0,0.0,63.76000000000004,-3.0905
fluoroacetamide,-0.5588000000000002,77.05799999999999,1.0,1.0,1.0,0.0,15.1694,1.1132
glycochenodeoxycholic acid,3.594100000000001,449.63200000000035,6.0,4.0,4.0,0.0,121.65710000000007,-5.1546
acetyl benzoyl peroxide,1.3215,180.15900000000002,1.0,4.0,0.0,0.46153846153846156,43.62350000000002,-2.4502
4-propylphenol,2.3447000000000005,136.19399999999996,2.0,1.0,1.0,0.6,42.101800000000026,-2.0276
"1,3,5-triazin-2(1h)-one, 4,6-diamino-",-1.6707,127.107,0.0,5.0,3.0,0.6666666666666666,31.477500000000006,-3.2291
"1,3-dioxalane",-0.009299999999999975,74.079,0.0,2.0,0.0,0.0,16.771000000000004,1.1303
5-aminopentanoic acid,0.20000000000000012,117.14799999999998,4.0,2.0,2.0,0.0,30.54119999999999,0.9313
l-homoserine,-1.2193000000000003,119.11999999999998,3.0,3.0,3.0,0.0,27.313999999999997,0.924
simetone,0.7437999999999999,197.242,5.0,6.0,2.0,0.42857142857142855,54.706400000000016,-1.7898
hexamethylphosphoramide,0.7792999999999999,179.204,3.0,1.0,0.0,0.0,48.667500000000025,0.7467
"ethanesulfonothioic acid, s-ethyl ester",1.0892,154.25599999999997,3.0,3.0,0.0,0.0,37.59280000000001,-1.109
dibutyl dichloro tin,4.506400000000004,303.84900000000016,6.0,0.0,0.0,0.0,56.890000000000036,-3.5188
"ethane, 1,2-dibromo-1,2-dichloro-",2.9060000000000006,256.752,1.0,0.0,0.0,0.0,37.135999999999996,-2.5644
"acetamide, 2,2-dichloro-",0.2754,127.958,1.0,1.0,1.0,0.0,24.6884,-0.2558
1-nitroso-1-methylurea,-0.3216999999999998,103.081,1.0,3.0,1.0,0.0,23.1414,-0.8548
"d-glucose, 2-deoxy-2-[(ethoxycarbonyl)amino]-",-2.6249999999999987,251.235,7.0,7.0,5.0,0.0,55.11590000000003,0.1139
1-buten-3-yne,0.8055999999999999,52.076,0.0,0.0,0.0,0.0,19.03,-1.4648
4-methyl-1-pentene,2.2184999999999997,84.16199999999999,2.0,0.0,0.0,0.0,29.651999999999987,-3.2439
"2(1h)-pyridinone, 1-methyl-",0.38529999999999986,109.12799999999999,0.0,2.0,0.0,0.75,31.68299999999999,0.9621
"benzene, iodyl-",2.0536,236.008,1.0,2.0,0.0,0.6666666666666666,40.532000000000025,-1.8416
"benzenamine, n,3-dimethyl-",2.03672,121.18299999999998,1.0,1.0,1.0,0.6666666666666666,40.72570000000001,-2.05
3-ethyl-5-methylphenol,2.26302,136.194,1.0,1.0,1.0,0.6,42.22180000000002,-1.7696
5-methyl-2-nitrophenol,1.6088199999999997,153.137,1.0,3.0,1.0,0.5454545454545454,39.498200000000026,-2.7505
4-hydroxypteridine,-0.28689999999999993,148.12499999999997,0.0,4.0,1.0,0.9090909090909091,37.9537,-1.4716
2-pteridinamine,0.0019999999999998352,147.141,0.0,5.0,1.0,0.9090909090909091,39.54040000000001,-2.2979
octachlorocyclopentene,5.2109,343.679,0.0,0.0,0.0,0.0,62.043000000000006,-6.5362
1-methyl uric acid,-1.7568000000000001,182.13899999999998,0.0,4.0,3.0,0.6923076923076923,44.7811,-1.5614
"thiourea, 3-(nitrophenyl)-",1.2503,197.21899999999997,2.0,3.0,2.0,0.46153846153846156,53.5045,-1.4499
"1-ph-3,5-dime-4-nitrosopyrazole",2.8870400000000016,201.22899999999996,2.0,4.0,0.0,0.7333333333333333,58.493000000000016,-3.7355
anthracene-9-carboxylic acid,3.691200000000001,222.243,1.0,1.0,1.0,0.8235294117647058,68.41330000000002,-3.4174
tolyfluanide,3.314420000000002,347.26400000000007,5.0,3.0,0.0,0.3157894736842105,79.40080000000003,-5.5864
"2,4,6-tri(tert-butyl)phenol",5.284700000000005,262.43699999999995,0.0,1.0,1.0,0.3157894736842105,84.20680000000007,-3.875
bensulide,3.7726000000000024,397.52400000000006,10.0,6.0,1.0,0.2608695652173913,100.81550000000004,-4.2014
dimethyltin dichloride,2.1658,219.687,0.0,0.0,0.0,0.0,29.18799999999999,-1.0407
hexaethyl tetraphosphate,5.687600000000006,506.2550000000003,18.0,13.0,0.0,0.0,103.43700000000008,0.2956
n-ethyl-n-nitrosourea,0.06840000000000013,117.10799999999999,2.0,3.0,1.0,0.0,27.758399999999995,-0.9547
"propanedioic acid, heptyl-",2.1323000000000003,202.25,8.0,2.0,2.0,0.0,52.13760000000003,-2.0411
octylmalonic acid,2.5223999999999998,216.277,9.0,2.0,2.0,0.0,56.75460000000003,-2.92
1-chloro-2-fluoroethane,1.1947,82.505,1.0,0.0,0.0,0.0,16.695,-0.5291
2-methyl-1-pentene,2.3626000000000005,84.16199999999999,2.0,0.0,0.0,0.0,29.721999999999987,-3.033
"2,5-dimethyl-2,4-hexadiene",2.918800000000002,110.19999999999999,1.0,0.0,0.0,0.0,38.861999999999995,-3.537
glycidylaldehyde,-0.41590000000000005,72.063,1.0,2.0,0.0,0.0,15.804000000000002,1.1423
o-chloroanisole,2.3486000000000002,142.58499999999998,1.0,1.0,0.0,0.6666666666666666,38.00400000000001,-2.4639
"2-amino-4,6-dimethylpyrimidine",0.6756399999999999,123.15900000000002,0.0,3.0,1.0,0.6666666666666666,35.91839999999999,-0.4884
"quinoline, decahydro-",1.9286,139.242,0.0,1.0,1.0,0.0,42.98270000000001,-1.0831
"9,10-dihydrophenanthrene",3.452200000000002,180.25,0.0,0.0,0.0,0.8571428571428571,59.28600000000003,-4.6347
"benzoic acid, 2-benzoylhydrazide",1.7613999999999999,240.26200000000003,2.0,2.0,2.0,0.6666666666666666,67.81640000000003,-1.5883
"phosphoric acid, diethyl propyl ester",2.594100000000001,196.18299999999996,7.0,4.0,0.0,0.0,47.10150000000003,0.4063
tributylphosphine oxide,4.749800000000005,218.3209999999999,9.0,1.0,0.0,0.0,66.93150000000007,-0.5932
diethyl glutarate,1.2829000000000002,188.22299999999998,6.0,4.0,0.0,0.0,47.11700000000002,-1.3297
calcium methionate,-2.3465,214.23299999999998,2.0,6.0,0.0,0.0,30.0154,0.1255
4-penten-1-ol,0.9449,86.134,3.0,1.0,1.0,0.0,26.51679999999999,-0.1793
"4,4'-oxydi-2-butanol",0.5448,162.229,6.0,3.0,2.0,0.0,43.41460000000002,0.7899
"1,12-dodecanedicarboxylic acid",3.836800000000003,258.35799999999995,13.0,2.0,2.0,0.0,70.67560000000005,-3.1112
"1,3-dioxolane, 2-(1-methylethyl)-",1.0152999999999999,116.16,1.0,2.0,0.0,0.0,30.529999999999987,-0.0651
"pyrimidine, 2-(methylthio)-",1.1985,126.18399999999998,1.0,3.0,0.0,0.75,33.813,-0.402
"2,6-dimethyl-1,3-dioxan-4-ol acetate",1.047,174.19599999999997,1.0,4.0,0.0,0.0,41.26500000000001,0.759
"1h-purine-2,6-dione, 3,7-dihydro-1,3,8-trimethyl",-0.7312800000000006,194.194,0.0,5.0,1.0,0.6428571428571429,51.31270000000001,-0.7276
"1h-purine-2,6-dione, 3,7-dihydro-1,3,7,8-tetrame",-0.7208800000000009,208.22099999999998,0.0,6.0,0.0,0.6,55.93300000000002,-1.4493
"l-tyrosine, n-acetyl-, ethyl ester",1.0025,251.282,5.0,4.0,2.0,0.3333333333333333,66.04850000000003,-1.8586
methoproptryne,1.8621999999999999,271.39,8.0,7.0,2.0,0.3333333333333333,75.34940000000005,-2.9284
"2,4-bis((3-methoxypropyl)amino)-6-(methylthio)-s",1.4903000000000002,301.416,11.0,8.0,2.0,0.3,81.57340000000003,-3.4792
lorazepam,3.101300000000001,321.163,1.0,3.0,2.0,0.5714285714285714,83.17950000000002,-3.6036
"androst-5-en-17-one,3-(acetyloxy),3-beta-",4.450000000000004,330.4680000000001,1.0,3.0,0.0,0.0,92.26400000000004,-4.4584
kebuzone,2.966800000000001,322.36400000000003,5.0,3.0,0.0,0.5,91.26100000000004,-3.2676
"phosphonic acid, (trichloromethyl)-, diethyl est",3.5802000000000023,255.465,4.0,3.0,0.0,0.0,51.14850000000003,-1.7541
allylidenediacetate,0.6247,158.153,3.0,4.0,0.0,0.0,37.516999999999996,-1.2449
"acetamide, n,n'-1,2-ethanediylbis-",-0.7414000000000003,144.17399999999998,3.0,2.0,2.0,0.0,37.3674,0.6755
"benzenemethanol, 4-bromo-",1.9413999999999998,187.036,1.0,1.0,1.0,0.6666666666666666,40.06480000000003,-1.9295
p-chlorobenzyl alcohol,1.8322999999999998,142.585,1.0,1.0,1.0,0.6666666666666666,37.374800000000015,-1.7561
"2,4,6-triethoxy-s-triazine",1.0676999999999999,213.23699999999997,6.0,6.0,0.0,0.4,53.33400000000003,-1.4838
3-nitrofluoranthene,4.395400000000002,247.253,1.0,2.0,0.0,0.8421052631578947,75.03240000000002,-7.1031
methacycline,-0.5944999999999991,442.4240000000002,1.0,10.0,6.0,0.1875,110.96440000000008,-1.768
amidothion,0.9995,273.31600000000003,8.0,6.0,1.0,0.0,65.64670000000004,-1.1356
demeton-s-methyl,2.8736000000000015,230.29099999999997,7.0,5.0,0.0,0.0,57.08150000000004,-1.8438
"hexanedioic acid, 2,3,3-trimethyl-",1.5981,188.22299999999996,5.0,2.0,2.0,0.0,47.450600000000016,-1.5265
n-(hydroxymethyl)acrylamide,-0.7616,101.10499999999999,2.0,2.0,2.0,0.0,25.4255,0.8101
"butanamide, n,n'-1,2-ethanediylbis-",0.8189999999999995,200.28199999999995,7.0,2.0,2.0,0.0,55.835400000000035,-0.6222
6-undecanone,3.7161000000000026,170.29599999999996,8.0,1.0,0.0,0.0,53.29100000000004,-3.5322
butyl nitrate,0.9948,119.11999999999999,4.0,3.0,0.0,0.0,27.85439999999999,-2.0268
3-hexyne,1.8098,82.14599999999999,0.0,0.0,0.0,0.0,28.357999999999986,-2.1675
n-nitrosopyrrolidine,0.7636000000000001,100.12100000000001,1.0,2.0,0.0,0.0,26.60199999999999,0.9995
n-nitrosohexamethyleneimine,1.5438,128.175,1.0,2.0,0.0,0.0,35.836,-1.0006
"2,3,6-trichlorophenol",3.3523999999999994,197.44799999999998,0.0,1.0,1.0,0.6,43.13680000000001,-2.6422
2-azacyclo-nonanone,1.4568,141.21400000000003,0.0,1.0,1.0,0.0,40.71170000000001,0.6329
"2,3-dihydro-1,2-benzisothiazole-1,1-dioxide",0.4785000000000001,169.205,0.0,2.0,1.0,0.5454545454545454,40.467500000000015,-1.5208
n-benzyl-n-methylnitrosoamine,1.7997999999999998,150.18099999999995,3.0,2.0,0.0,0.5454545454545454,43.70400000000003,-1.5224
"2h-1-benzopyran-2-one, 4-bromo-",2.5555000000000003,225.041,0.0,2.0,0.0,0.8333333333333334,50.18400000000001,-1.6533
"2,3,4,5-tetrachloroanisole",4.308800000000001,245.92000000000002,1.0,1.0,0.0,0.5,53.034000000000006,-5.2605
p-methylphenoxyacetic acid,1.4584199999999998,166.17600000000002,3.0,2.0,1.0,0.5,44.30980000000002,-2.1414
"benzene, 1,2,3,4-tetrachloro-5,6-dimethoxy-",4.317400000000001,275.946,2.0,2.0,0.0,0.42857142857142855,59.58600000000002,-5.2394
cyolane,3.0035000000000016,255.301,5.0,5.0,0.0,0.0,63.20950000000003,-2.5941
"phosphoramidic acid, (4-methyl-1,3-dithiolan-2-y",3.392000000000002,269.328,5.0,5.0,0.0,0.0,67.80450000000003,-3.6744
medrogestone,5.279700000000005,340.5070000000001,1.0,2.0,0.0,0.0,100.02100000000006,-5.2721
methylphosphonic acid,-0.20610000000000006,96.02199999999999,0.0,1.0,2.0,0.0,17.968100000000003,-0.6813
"n,n-dimethylisopropylamine",0.9564,87.166,1.0,1.0,0.0,0.0,28.822999999999986,1.0597
"acetic acid, (nitrooxy)-, ethyl ester",-0.24219999999999975,149.102,4.0,5.0,0.0,0.0,29.579399999999996,-1.7111
"glycine, n-(ethoxycarbonyl)-, ethyl ester",0.2955999999999999,175.18399999999997,4.0,4.0,1.0,0.0,41.65770000000001,-0.2435
2-hydroxypropyl acrylate,0.09640000000000004,130.14299999999997,3.0,3.0,1.0,0.0,32.83679999999999,0.8856
hydroxymethyl urea,-1.3955000000000002,90.082,1.0,2.0,3.0,0.0,19.8049,-0.3463
1-pentyl nitrate,1.3849,133.147,5.0,3.0,0.0,0.0,32.47139999999999,-2.568
"2,5-dimethyltetrahydrofuran",1.5737999999999999,100.16099999999999,0.0,1.0,0.0,0.0,29.242999999999984,0.0723
4-methyl-n-oxidepyridine,0.62842,109.12799999999999,0.0,1.0,0.0,0.75,30.13899999999999,0.9621
3-methyl-n-oxidepyridine,0.004490000000000383,110.136,0.0,1.0,0.0,0.0,31.52669999999999,0.9621
desisopropylatrazine,0.5389999999999999,173.60700000000003,2.0,5.0,2.0,0.5454545454545454,43.4131,-2.4135
azacycloundecan-2-one,2.237,169.268,0.0,1.0,1.0,0.0,49.94570000000003,-1.8862
desmetryne,1.4555,213.30999999999997,4.0,6.0,2.0,0.42857142857142855,59.91340000000002,-2.5656
"1h-purine-2,6-dione, 7-butyl-3,7-dihydro-1,3-dim",0.2338,236.27499999999998,3.0,6.0,0.0,0.5294117647058824,65.12300000000002,-1.8069
"4h-3,1-benzoxazin-4-one, 2-phenyl",2.8550000000000004,223.231,1.0,3.0,0.0,0.9411764705882353,65.71500000000002,-4.6084
heptachlor epoxide,4.452700000000001,389.31999999999994,0.0,1.0,0.0,0.0,75.61900000000001,-6.2893
"phosphonic diamide, p-(5-amino-3-phenyl-1h-1,2,4",1.6066999999999994,294.29900000000004,4.0,5.0,1.0,0.55,80.24890000000003,-3.0709
"glycine, n-(2,4,6-trinitrophenyl)-",0.9077,286.156,6.0,8.0,2.0,0.3,62.53069999999998,-2.3922
octyl gallate,3.320700000000003,282.336,8.0,5.0,3.0,0.3,75.09490000000002,-3.8945
dimethylsilanediol,-0.32720000000000005,92.16999999999997,0.0,2.0,2.0,0.0,21.9196,1.0354
di-n-butyl tin diacetate,0.6397999999999997,351.0310000000001,6.0,4.0,0.0,0.0,66.54600000000005,-4.7672
glyphosphate,-1.2042,169.073,4.0,3.0,4.0,0.0,32.54959999999999,-1.2069
"1,3,4-thiadiazolidine-2,5-dithione",1.8632799999999998,150.25300000000001,0.0,3.0,2.0,0.7142857142857143,34.688399999999994,-0.7552
1-bromo-2-fluorobenzene,2.5882000000000005,175.0,0.0,0.0,0.0,0.75,34.1,-2.6958
"1h-pyrazol-4-ol, 1-phenyl-",1.5778999999999999,160.176,1.0,3.0,1.0,0.9166666666666666,45.22880000000002,-1.9616
1-phenylheptane,4.199500000000003,176.30300000000003,6.0,0.0,0.0,0.46153846153846156,58.90500000000005,-5.5959
hexyl p-hydroxybenzoate,3.1293000000000015,222.28400000000002,6.0,3.0,1.0,0.375,62.531300000000044,-3.949
heptyl p-hydroxybenzoate,3.5194000000000027,236.311,7.0,3.0,1.0,0.35294117647058826,67.14830000000005,-4.0725
dichlofluanid,3.006000000000001,333.237,5.0,3.0,0.0,0.3333333333333333,74.66380000000002,-5.4088
prednisolone 21-trimethylacetate,3.154600000000001,444.56800000000015,3.0,6.0,2.0,0.0,118.37660000000008,-4.5835
dimethoxon,0.8664999999999998,213.19499999999996,5.0,5.0,1.0,0.0,48.14920000000002,0.6712
"dl-methionine, n-acetyl-",-1.0058999999999994,190.24399999999997,5.0,4.0,1.0,0.0,45.610700000000016,-0.3216
"heptanoic acid, 2-amino-, (.+-.)-",0.9786000000000001,145.202,5.0,2.0,2.0,0.0,39.75319999999999,-0.94
n-nitrosodiethanolamine,-1.0456,134.135,5.0,4.0,2.0,0.0,31.53959999999999,0.8724
tri(n-octyl)amine,8.369900000000007,353.6790000000002,21.0,1.0,0.0,0.0,116.56800000000014,-6.8496
"urea, (1,1-dimethylethyl)-",0.4532000000000002,116.164,0.0,1.0,2.0,0.0,32.47209999999999,-0.7306
"1,3-disiloxanediol, 1,1,3,3-tetramethyl-",0.3911999999999998,166.325,2.0,3.0,2.0,0.0,40.48660000000001,-0.1796
"pentanedioic acid, dimethyl ester",0.5026999999999999,160.169,4.0,4.0,0.0,0.0,37.883,-0.4337
2-heptyne,2.1999000000000004,96.17299999999999,2.0,0.0,0.0,0.0,32.97499999999999,-2.7695
n-undecane,4.537100000000004,156.313,8.0,0.0,0.0,0.0,52.90100000000004,-7.5505
"2,4,5-trimethylpyridine",2.00686,121.18299999999999,0.0,1.0,0.0,0.6666666666666666,38.44800000000001,-0.7824
4-dimethylaminopyridine,0.5667,123.17899999999996,1.0,1.0,0.0,0.6666666666666666,37.3247,-0.2062
"pyridine, 2-ethyl-6-methyl-",1.95242,121.18299999999998,1.0,1.0,0.0,0.6666666666666666,38.35200000000001,-0.8234
1-hydroxy-cyclohexanecarboxylic acid,0.7662,144.17,1.0,2.0,2.0,0.0,35.6706,-0.3328
"phenol, 4-chloro-2,6-dimethyl-",2.6624400000000015,156.612,0.0,1.0,1.0,0.6,42.59080000000002,-1.6763
"pteridine, 7-chloro-",1.0731999999999997,166.57099999999997,0.0,4.0,0.0,0.9090909090909091,40.13800000000001,-0.8749
"1,2-benzenediol, 4-(2-propenyl)-",1.8262999999999998,150.177,2.0,2.0,2.0,0.5454545454545454,43.67260000000002,-0.7787
"1h-pyrazol-5-amine, 3-methyl-1-phenyl-",1.7629199999999998,173.21900000000005,1.0,3.0,1.0,0.8461538461538461,52.71340000000002,-0.9376
p-cyclohexylphenol,3.4399000000000015,176.25899999999993,1.0,1.0,1.0,0.46153846153846156,53.932800000000036,-3.468
cycloate,3.5141000000000027,215.36199999999994,3.0,2.0,0.0,0.0,62.78100000000004,-3.4037
diphenyltin dichloride,2.720600000000001,343.82900000000006,2.0,0.0,0.0,0.8,69.61200000000002,-3.8373
1-butyl theobromine,0.23379999999999979,236.27499999999998,3.0,6.0,0.0,0.5294117647058824,65.12300000000003,-1.6252
tolazamide,1.77392,311.40700000000015,3.0,4.0,2.0,0.2857142857142857,80.07320000000004,-3.6778
peruvoside,2.2891999999999997,548.6730000000005,5.0,9.0,3.0,0.0,138.12740000000002,-3.1373
"butanedioic acid, 2,3-diethyl-",1.208,174.196,5.0,2.0,2.0,0.0,42.8336,-0.8608
3-hydroxy-aspartic acid,-2.1562000000000006,149.102,3.0,4.0,4.0,0.0,29.2538,-0.8271
"urea, tetraethyl-",1.79,172.27199999999996,4.0,1.0,0.0,0.0,51.238000000000035,-0.6341
"l-leucine, n-acetyl-",0.6218000000000001,173.212,4.0,2.0,2.0,0.0,44.69550000000001,-1.3301
"2,5-dihydroxybenzaldehyde",0.9103000000000001,138.12199999999999,1.0,3.0,2.0,0.6,35.1591,-1.0004
tranexamic acid,0.8361000000000001,157.213,2.0,2.0,2.0,0.0,42.13820000000001,0.0255
"2,4-dimethylquinoline",2.8516400000000006,157.21599999999998,0.0,1.0,0.0,0.8333333333333334,51.21700000000003,-1.9424
"dl-alanine, n-benzoyl-",0.8895,193.20199999999997,3.0,2.0,2.0,0.42857142857142855,51.00600000000002,-1.6839
methyl n-benzoglycine,0.5893999999999995,193.20200000000003,3.0,3.0,1.0,0.42857142857142855,50.79120000000002,-1.0556
"10h-phenothiazine, 10-methyl-",3.919100000000002,213.30499999999998,0.0,2.0,0.0,0.8,65.07000000000004,-5.5934
"benzoic acid, 4-hydroxy, octyl ester",3.909500000000003,250.33800000000002,8.0,3.0,1.0,0.3333333333333333,71.76530000000005,-4.2224
galaxolide,4.525200000000004,258.405,0.0,1.0,0.0,0.3157894736842105,79.72900000000007,-5.1693
homidium bromide [ban:inn],1.1358000000000017,394.31600000000014,2.0,2.0,2.0,0.8,101.5838,-1.2948
