Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,Aromatic Proportion,NumValenceElectrons,logS,Label,Difference
ASFIIEDZBJDLBD-UHFFFAOYSA-N,4.2143,331.909,6,4,0,0.2380952381,120,-4.08803664,-4.507872802,0.419836162
IWTBVKIGCDZRPL-LURJTMIESA-N,1.4149,102.177,3,1,1,0,44,-0.72000003,-1.139999986,0.4199999557
PCWGTDULNUVNBN-UHFFFAOYSA-N,1.4149,102.177,3,1,1,0,44,-1.14,-0.7200000286,0.4199999714
DKPFZGUDAPQIHT-UHFFFAOYSA-N,1.3496,116.16,3,2,0,0,48,-1.24,-0.8199999928,0.4200000072
WBYWAXJHAXSJNI-VOTSOKGWSA-N,1.7844,148.161,2,1,1,0.5454545455,56,-2.48,-2.059999943,0.4200000572
JRGGUPZKKTVKOV-UHFFFAOYSA-N,3.1025,191.455,0,0,0,0.75,42,-3.21,-3.630000114,0.4200001144
ONPJWQSDZCGSQM-UHFFFAOYSA-N,1.7844,148.161,2,1,1,0.5454545455,56,-2.0599999,-2.480000019,0.4200001191
ZGJOXLCSIYUFJN-UHFFFAOYSA-N,2.1837,287.407,5,3,1,0.2857142857,114,-2.659156807,-3.07935069,0.4201938832
PLGBHXSQSNOWAZ-UHFFFAOYSA-N,4.0746,264.328,3,3,0,0.85,100,-5.003841879,-4.583559813,0.4202820655
SFSQZPZBQINRSC-UHFFFAOYSA-N,1.3954,304.35,6,7,2,0.5454545455,118,-2.436098453,-2.015793225,0.4203052284
CKQHXOCXLJZGSX-UHFFFAOYSA-N,3.5629,404.941,11,6,2,0.4,138,-3.670859787,-4.091243776,0.4203839891
HGBYUSPXUFKKJJ-UHFFFAOYSA-N,3.5629,404.941,11,6,2,0.4,138,-3.670859787,-4.091243776,0.4203839891
OIRDTQYFTABQOQ-KQYNXXCUSA-N,-1.98,267.245,2,9,4,0.4736842105,102,-1.511615306,-1.091198104,0.4204172023
OIRDTQYFTABQOQ-UHTZMRCNSA-N,-1.98,267.245,2,9,4,0.4736842105,102,-1.511615306,-1.091198104,0.4204172023
DXDRHHKMWQZJHT-FPYGCLRLSA-N,2.6995,256.257,3,4,3,0.6315789474,96,-3.046947885,-3.467417266,0.4204693814
AHPNNQWLCKYVLJ-UHFFFAOYSA-N,4.2916,330.516,5,2,0,0.25,134,-5.360829983,-4.940287194,0.4205427887
AMEKQAFGQBKLKX-UHFFFAOYSA-N,1.3016,267.306,2,4,1,0.3333333333,96,-2.4300001,-2.00859431,0.4214057902
HNGOYPWMJBELHN-FJUODKGNSA-N,4.6228,333.884,4,3,1,0.5454545455,116,-5.254069643,-4.832337943,0.4217317003
KLIHWYNSISMOMR-QMMMGPOBSA-N,2.1935,130.231,1,1,1,0,56,-1.27,-1.692087909,0.422087909
OBKHYUIZSOIEPG-SSDOTTSWSA-N,2.8326,112.216,0,0,0,0,48,-4.48,-4.057827686,0.4221723139
XGXDBLPZUSKNSA-SCZZXKLOSA-N,1.1391,190.246,1,2,1,0.4285714286,74,-1.083415882,-1.505675126,0.4222592436
VAOCPAMSLUNLGC-UHFFFAOYSA-N,0.09202,171.156,3,5,1,0.4166666667,66,-1.26,-0.8371928334,0.4228071666
ZLAUKQRQFQGZMX-UHFFFAOYSA-N,0.09202,171.156,3,5,1,0.4166666667,66,-0.837192807,-1.25999999,0.4228071835
IMPKVMRTXBRHRB-JDCCYXBGSA-N,-2.8054,164.157,0,5,5,0,66,-0.17,0.2529372134,0.4229372134
VCZXDPUECVELRF-UHFFFAOYSA-N,2.8864,213.664,3,2,1,0.4285714286,76,-3.109617169,-2.686270256,0.4233469125
SQCZQTSHSZLZIQ-UHFFFAOYSA-N,2.4154,106.596,3,0,0,0,38,-2.73,-3.153632464,0.4236324644
ORNBQBCIOKFOEO-QGVNFLHTSA-N,4.5153,316.485,1,2,1,0,128,-4.6500001,-5.074010271,0.4240101708
ZZYJIQMXACETTK-UHFFFAOYSA-N,2.6482,271.788,3,3,0,0.3333333333,102,-1.910349008,-2.334811446,0.4244624381
DRPFIPXZBMWJTH-UHFFFAOYSA-N,2.4597,384.476,8,6,1,0.4285714286,150,-2.875599286,-3.300070727,0.4244714415
LUKBTGVFHUVGRT-UHFFFAOYSA-N,2.4597,384.476,8,6,1,0.4285714286,150,-2.875599286,-3.300070727,0.4244714415
MGYKILFGZRQEFK-UHFFFAOYSA-N,2.4597,384.476,8,6,1,0.4285714286,150,-2.875599286,-3.300070727,0.4244714415
UXZXGJYVUINDEL-UHFFFAOYSA-M,-0.9307,248.258,4,3,0,0,90,-2.426887538,-2.002200384,0.4246871539
IANLIXWJIDFXSI-UHFFFAOYSA-N,0.2442,203.205,2,5,2,0.7333333333,76,-1.419754896,-1.844443186,0.4246882897
NIGAUKVBFJZEHV-UHFFFAOYSA-N,-2.2128,131.091,2,4,3,0,50,-0.03839163,0.3865218043,0.4249134343
HCJOGZBBWGQKGC-UHFFFAOYSA-N,1.1406,164.208,0,3,0,0.5,64,-1.965706857,-1.540774197,0.42493266
WQADWIOXOXRPLN-UHFFFAOYSA-N,1.814,120.242,0,2,0,0,36,-2.041782984,-1.616847227,0.4249357575
LRMYMYHAGWQOEO-UHFFFAOYSA-N,4.0841,325.452,6,3,2,0.5,128,-4.060700509,-4.486398203,0.4256976944
XTKDAFGWCDAMPY-UHFFFAOYSA-N,3.0058,327.403,6,4,0,0.5,126,-3.397811385,-3.823564655,0.4257532702
HICFFJZGXWEIHN-UHFFFAOYSA-N,4.6,334.872,4,4,1,0.5454545455,116,-5.479542888,-5.053516662,0.4260262265
WBDPNBDCQCWMSZ-UHFFFAOYSA-N,3.5706,395.374,4,3,1,0.4615384615,142,-3.842653191,-4.268759248,0.4261060573
KAAZGXDPUNNEFN-UHFFFAOYSA-N,4.1303,343.883,0,4,0,0.5217391304,118,-4.097539405,-4.523732215,0.4261928102
IMFACGCPASFAPR-UHFFFAOYSA-N,3.6887,185.355,9,1,0,0,80,-3.1199999,-3.546979377,0.4269794767
FBVLYAYUSWWENM-UHFFFAOYSA-N,0.9817,161.548,1,4,0,0.5,54,-0.932291531,-1.359304309,0.4270127779
BYQOKNIMGIDSHN-UHFFFAOYSA-N,0.9817,161.548,1,4,0,0.5,54,-1.359304314,-0.9322915077,0.4270128063
HSIBGVUMFOSJPD-CFDPKNGZSA-N,3.9366,310.441,2,2,1,0.3913043478,122,-4.082045964,-4.509102734,0.4270567703
IWIBNHDAPLKYSK-OCIYDRMTSA-N,4.5175,378.354,3,2,0,0.2608695652,126,-4.57789833,-4.150485291,0.4274130385
LMPUTVDYONLZKF-OCIYDRMTSA-N,4.5175,378.354,3,2,0,0.2608695652,126,-4.57789833,-4.150485291,0.4274130385
SDDCXRABBOAPJP-UHFFFAOYSA-N,3.2456,266.388,5,2,2,0.6,104,-3.498657948,-3.071173699,0.4274842485
OVUYDYFWRKGKKV-UHFFFAOYSA-M,-1.663,220.204,3,3,1,0,78,-1.256465353,-1.684020352,0.4275549994
WTLJHBLVUSNPSV-UHFFFAOYSA-N,1.6095,231.251,1,3,0,0.3529411765,88,-2.303385798,-1.875815945,0.4275698527
OPASCBHCTNRLRM-UHFFFAOYSA-N,2.99,246.359,7,5,0,0,74,-3.0899999,-2.66235141,0.4276484896
OJPDDQSCZGTACX-UHFFFAOYSA-N,0.4776,181.235,5,3,2,0.4615384615,72,-0.73000002,-1.157814038,0.4278140177
LIKMAJRDDDTEIG-UHFFFAOYSA-N,2.3626,84.162,3,0,0,0,36,-3.23,-2.802164562,0.4278354383
UCDKONUHZNTQPY-UHFFFAOYSA-N,4.9801,412.597,3,2,1,0.3157894737,108,-4.887169116,-5.31523252,0.4280634041
RUKQAPJWMOAWKA-UHFFFAOYSA-N,4.97,319.92,4,1,0,0.2727272727,122,-5.199685936,-4.771542585,0.4281433511
QPADNTZLUBYNEN-UHFFFAOYSA-N,0.3249,196.206,3,3,2,0,76,-1.61,-1.181852475,0.4281475253
BFPYWIDHMRZLRN-YNPXEITASA-N,3.6126,296.41,0,2,2,0.2727272727,116,-4.3000002,-3.871852566,0.428147634
LSPHULWDVZXLIL-LDWIPMOCSA-N,1.5981,200.234,2,2,2,0,80,-1.42,-1.848278888,0.4282788876
LDCVQEHNEIJAPV-UHFFFAOYSA-N,1.5233,209.245,5,3,2,0.4,82,-1.994319228,-1.565895004,0.4284242239
LUSHIYVPITXVAK-UHFFFAOYSA-N,4.5367,427.591,10,4,2,0.6206896552,152,-4.710369334,-5.138882399,0.4285130646
FRPZMMHWLSIFAZ-UHFFFAOYSA-N,3.3778,184.279,9,1,1,0,76,-3.4000001,-2.971428166,0.4285719341
GGPCERYTJXDGOH-UHFFFAOYSA-N,0.3898,211.242,0,3,0,0.4285714286,74,-1.140074448,-0.7112201342,0.4288543138
BGWJTLLALYACOG-UHFFFAOYSA-N,3.8713,291.265,7,6,0,0.3333333333,100,-3.941833629,-3.512861743,0.428971886
HDPUHIPIPLGBTR-UHFFFAOYSA-N,3.6971,279.181,1,1,1,0.5625,84,-2.908066763,-3.337257965,0.4291912022
JLIDBLDQVAYHNE-YKALOCIXSA-N,2.2499,264.321,3,3,2,0,104,-2.587838173,-3.017282826,0.429444653
QMFPHIRQLOWTFQ-UHFFFAOYSA-N,2.4914,426.51,12,6,3,0.2,170,-4.73950821,-4.309981278,0.4295269318
SVYBEBLNQGDRHF-UHFFFAOYSA-N,1.4835,284.366,4,6,2,0.6111111111,96,-1.9400001,-2.369627866,0.4296277664
DZCPIPIKEVVNLF-UHFFFAOYSA-N,1.496,266.341,3,4,0,0,106,-1.721287509,-2.151202652,0.4299151433
PBSOJKPTQWWJJD-ZBDZJSKLSA-N,3.3568,402.531,1,5,3,0.2068965517,160,-3.768475227,-4.198436702,0.4299614755
NHDODQWIKUYWMW-UHFFFAOYSA-N,3.1025,191.455,0,0,0,0.75,42,-3.6300001,-3.200000048,0.4300000523
XGCHAIDDPMFRLJ-UHFFFAOYSA-N,3.3524,197.448,0,1,1,0.6,54,-2.6400001,-2.210000038,0.4300000619
VUZCWTUAXNDZSX-UHFFFAOYSA-N,3.0936,195.221,0,2,1,0.9333333333,72,-3.579563392,-4.009567368,0.430003976
OVGLVOLWBBGQHS-DUXPYHPUSA-N,0.0354,87.078,1,3,1,0,34,-0.128266439,0.3018677398,0.4301341788
XVVRVNIDUKODKO-UHFFFAOYSA-N,2.5843,355.39,7,4,3,0.4615384615,136,-2.497626772,-2.927782379,0.4301556074
KNHUKKLJHYUCFP-UHFFFAOYSA-N,3.0605,242.702,4,3,0,0.375,88,-3.545464275,-3.115124502,0.4303397728
VVPAATLHWUDQMI-MZIRSVLISA-N,2.5972,475.582,6,6,4,0.1764705882,188,-5.66019207,-5.2298153,0.4303767705
MUIGVZRUQAGELU-UHFFFAOYSA-N,1.46332,341.368,2,7,3,0.25,134,-2.626349286,-3.057006192,0.4306569062
PTEUWWFEEPASRM-UHFFFAOYSA-N,1.7767,258.318,7,4,2,0,104,-3.002221529,-2.571512331,0.4307091976
VDNBWBPUFMZCEW-UHFFFAOYSA-N,3.6503,214.289,3,2,0,0.8,74,-4.184857656,-3.754023417,0.4308342388
WRIAZWHRIAAAMU-UHFFFAOYSA-N,0.5134,202.21,5,4,2,0,80,-1.055382648,-0.6244479363,0.4309347117
BWZPDRUAQQXBIL-UHFFFAOYSA-N,3.2527,297.486,13,4,2,0,110,-2.858548848,-3.2895446,0.4309957522
JTTAUPUMOLRVRA-UHFFFAOYSA-N,3.636,285.416,4,4,0,0.6,104,-3.218678564,-3.649718893,0.4310403292
VJJPUSNTGOMMGY-MRVIYFEKSA-N,1.3386,588.562,5,13,3,0.2857142857,226,-4.001154125,-3.569999933,0.4311541918
XZNWXEXXXURADS-UHFFFAOYSA-N,3.68122,296.798,4,3,1,0.3,110,-4.167105225,-3.735614198,0.4314910271
DMULVCHRPCFFGV-UHFFFAOYSA-N,2.272,188.274,3,1,1,0.6428571429,74,-1.225960263,-1.657483531,0.4315232683
MFESCIUQSIBMSM-UHFFFAOYSA-N,2.0102,157.438,2,0,0,0,32,-1.85,-2.281980097,0.4319800967
IRBYNKOJMGCYPA-UHFFFAOYSA-N,4.7668,444.835,8,4,0,0.3,114,-5.188789856,-5.620802417,0.4320125608
GMNBUMFCZAZBQG-UHFFFAOYSA-N,-0.3293,347.93,7,1,2,0.5,132,-4.157672766,-4.589708989,0.4320362227
AYSLABMBEKTPTQ-UHFFFAOYSA-N,1.559,214.309,3,3,0,0,88,-1.326719056,-1.7587576,0.4320385442
BIXYYZIIJIXVFW-UUOKFMHZSA-N,-1.3266,301.69,2,9,4,0.45,108,-2.39319678,-1.961096378,0.4321004016
AEXMKKGTQYQZCS-UHFFFAOYSA-N,2.8326,100.205,2,0,0,0,44,-4.23,-3.796889102,0.4331108975
DDWXNUFFAFBJDG-UHFFFAOYSA-N,-0.7504,158.182,0,3,1,0,54,-0.234406922,0.1988959184,0.4333028404
YYLLIJHXUHJATK-UHFFFAOYSA-N,1.8822,142.198,1,2,0,0,58,-1.67,-2.103563309,0.4335633093
DBMBOQURAYUHGJ-UHFFFAOYSA-N,-1.9141,229.751,5,1,2,0.4,86,-1.101180351,-1.53539557,0.4342152187
NYGBABLOVPPBIK-UHFFFAOYSA-N,-1.9141,229.751,5,1,2,0.4,86,-1.101180351,-1.53539557,0.4342152187
YWZJREHAYVHVRF-UHFFFAOYSA-N,1.2323,288.347,3,3,1,0.2857142857,112,-2.539792081,-2.105440809,0.4343512725
ZAXKSTCANCQSEB-UHFFFAOYSA-N,1.2323,288.347,3,3,1,0.2857142857,112,-2.539792081,-2.105440809,0.4343512725
FUZZWVXGSFPDMH-UHFFFAOYSA-N,1.6513,116.16,4,1,1,0,48,-1.0599999,-1.49436412,0.4343642198
CRWAQORBUBHIDG-UHFFFAOYSA-N,4.3403,301.861,5,1,1,0.5714285714,112,-4.466965466,-4.032419572,0.4345458941
PJNPZIYGODMAQE-UHFFFAOYSA-N,2.0392,187.582,2,3,1,0.5,64,-2.303302549,-1.868698391,0.4346041585
ZOCHHNOQQHDWHG-ZCFIWIBFSA-N,1.5574,102.177,3,1,1,0,44,-0.80000001,-1.234752414,0.4347524042
IXORZMNAPKEEDV-ZEMROTDWSA-N,1.0271,346.379,1,5,3,0,134,-1.84,-2.275006525,0.4350065249
KCCLFMFYEDPKEL-UHFFFAOYSA-N,1.0338,183.251,2,3,0,0,74,-0.949179157,-1.384400773,0.4352216163
HXGDTGSAIMULJN-UHFFFAOYSA-N,3.3236,152.196,0,0,0,0.8333333333,56,-3.96,-4.395229036,0.4352290356
XWIHRGFIPXWGEF-UHFFFAOYSA-N,3.6632,377.912,11,4,2,0.4615384615,142,-3.607505591,-4.042784877,0.4352792855
JBSDYSSKUBAYBU-UHFFFAOYSA-N,1.3294,272.304,2,3,0,0.3,104,-1.712420082,-1.277130424,0.4352896585
SRCOGSWMVAYDQE-UHFFFAOYSA-N,2.1313,196.121,1,1,0,0,66,-1.476933086,-1.912479104,0.4355460175
PHKGDSCTROXFQC-UHFFFAOYSA-N,3.02372,397.476,6,7,3,0.2142857143,158,-3.379202834,-3.814810944,0.4356081096
GBYNWLIJDNPFRH-UHFFFAOYSA-N,1.9161,213.24,2,3,2,0.75,80,-1.743407965,-2.179281935,0.4358739697
XGYICSXQOIEICF-UHFFFAOYSA-N,1.3567,184.582,0,3,2,0.75,62,-1.123167465,-1.559046592,0.4358791272
KUMCLYGZVRXJMG-UHFFFAOYSA-N,0.9596,200.263,2,3,2,0,72,-1.105685885,-1.541638536,0.4359526513
PSTVHRSUNBSVIJ-UHFFFAOYSA-N,1.7192,240.303,6,3,2,0,96,-3.054218506,-2.618142039,0.4360764674
LXFFWIWHBKFGJU-UHFFFAOYSA-N,4.5346,383.808,7,4,0,0.3157894737,108,-4.094136295,-4.530240231,0.4361039356
LNAOLPBKJQWTOC-UHFFFAOYSA-N,2.8645,251.326,7,3,2,0.3333333333,100,-3.497147432,-3.060965791,0.4361816413
LLMBMJLSWMUILX-UHFFFAOYSA-N,-5.806,325.199,1,2,3,0.5714285714,110,-2.503541003,-2.067195543,0.4363454595
FFWSICBKRCICMR-UHFFFAOYSA-N,2.0116,114.188,3,1,0,0,48,-1.33,-1.766481279,0.4364812788
GLDQAMYCGOIJDV-UHFFFAOYSA-N,0.796,154.121,1,3,3,0.5454545455,58,-0.770888646,-1.207403898,0.4365152522
AKEUNCKRJATALU-UHFFFAOYSA-N,0.796,154.121,1,3,3,0.5454545455,58,-1.207403926,-0.7708886266,0.4365152994
DWDXRBSFDKWBHA-UHFFFAOYSA-N,1.8003,258.318,8,4,2,0,104,-3.042938795,-2.606342524,0.4365962707
UDVZFCGWSYNODA-UHFFFAOYSA-N,1.8003,258.318,8,4,2,0,104,-3.042938795,-2.606342524,0.4365962707
ZCQGVMCLCWQOPN-UHFFFAOYSA-N,4.28424,330.903,5,2,2,0.5217391304,124,-4.68782698,-4.251195724,0.436631256
HOTDMJSWRGBPDM-UHFFFAOYSA-N,3.0168,253.367,7,3,2,0.3529411765,94,-3.598917372,-3.162282848,0.4366345236
GMISKEUWHIRDNK-UHFFFAOYSA-N,1.7194,293.363,6,5,0,0.2857142857,116,-1.865345362,-2.302307294,0.4369619323
QZKDRLZSJSWQPS-RMPHRYRLSA-N,0.946,302.323,2,7,0,0,120,-1.522863901,-1.960143415,0.4372795136
GFJWACFSUSFUOG-ZJTJBYBXSA-M,0.3677,390.477,2,5,0,0,140,-2.451708586,-2.014396567,0.4373120193
YXVCLPJQTZXJLH-UHFFFAOYSA-N,-2.15426,460.773,8,8,4,0.4074074074,152,-2.246338188,-2.68374032,0.4374021324
VUDHKNQACVHAKK-UHFFFAOYSA-N,3.4309,259.349,2,2,2,0.3157894737,102,-4.267756542,-3.830328396,0.4374281463
DIRYDVOOUHTURX-UHFFFAOYSA-N,3.0494,169.312,1,1,0,0,72,-2.14590237,-2.583497195,0.4375948252
SJWFXCIHNDVPSH-MRVPVSSYSA-N,2.3376,130.231,5,1,1,0,56,-2.0899999,-1.652263389,0.4377365108
ODPSQUCKFGXZLL-UHFFFAOYSA-N,1.9764,260.334,7,4,1,0,106,-3.105900741,-2.668069529,0.4378312121
OYDAIYIGFOBNQU-UHFFFAOYSA-N,3.1135,322.88,2,2,0,0.2727272727,122,-4.003887144,-3.565565802,0.4383213421
CXKXDUIIHKJROU-UHFFFAOYSA-N,4.38048,199.313,10,1,0,0,82,-4.939700144,-4.501292977,0.4384071667
XUCIJNAGGSZNQT-NEHBFDAQSA-N,-3.10802,457.432,7,12,7,0.1875,178,-0.76999998,-1.20847041,0.43847043
WVYWICLMDOOCFB-ZCFIWIBFSA-N,1.4133,102.177,2,1,1,0,44,-0.80000001,-1.238548971,0.4385489608
WBUOVKBZJOIOAE-UHFFFAOYSA-N,2.21168,137.569,0,1,0,0.6666666667,44,-2.345279631,-1.906399291,0.4388803398
VAMSJDDNJTVJPS-UHFFFAOYSA-N,-1.05058,241.787,3,1,1,0.6,82,-2.810543364,-2.371612699,0.4389306653
NXVAEVHJWOBXKG-UHFFFAOYSA-N,1.0548,165.192,2,2,1,0.5,64,-1.503659252,-1.064719481,0.4389397708
VKYWCHMXHQTCJQ-UHFFFAOYSA-N,2.6158,207.273,5,3,1,0.4,82,-3.26,-2.821058794,0.4389412063
QIGRLMYLFKLTOE-UHFFFAOYSA-N,0.78718,356.941,7,1,1,0.4,134,-5.626250327,-5.187280828,0.4389694992
WABYFRDCKCYZAZ-UHFFFAOYSA-N,2.0026,251.282,6,4,2,0.3333333333,98,-2.619844068,-2.18057072,0.4392733482
ZUMKGEDSJKWRFD-UHFFFAOYSA-N,3.7019,281.403,4,3,1,0.5714285714,110,-4.306313954,-3.866949876,0.439364078
XEZNGIUYQVAUSS-UHFFFAOYSA-N,0.0996,264.318,0,6,0,0,108,-0.547528954,-0.9871838252,0.4396548712
DKVCHMQHUMLKPO-UHFFFAOYSA-N,2.2965,194.23,4,3,0,0.4285714286,76,-2.604369179,-2.164464712,0.4399044669
SBMSBQOMJGZBRY-UHFFFAOYSA-N,2.2965,194.23,4,3,0,0.4285714286,76,-2.164464669,-2.604369164,0.4399044945
QHJMFSMPSZREIF-UHFFFAOYSA-N,3.45664,156.228,0,0,0,0.8333333333,60,-4.29,-4.729999781,0.4399997807
QBELEDRHMPMKHP-UHFFFAOYSA-N,3.1025,191.455,0,0,0,0.75,42,-3.1900001,-3.630000114,0.4400000144
IBSQPLPBRSHTTG-UHFFFAOYSA-N,2.64842,126.586,0,0,0,0.75,42,-3.52,-3.079999924,0.4400000763
NPDACUSDTOMAMK-UHFFFAOYSA-N,2.64842,126.586,0,0,0,0.75,42,-3.0799999,-3.519999981,0.4400000809
GXLIFJYFGMHYDY-ZZXKWVIFSA-N,2.4378,182.606,2,1,1,0.5,62,-2.457368476,-2.01715589,0.4402125859
KJRRTHHNKJBVBO-AATRIKPKSA-N,2.4378,182.606,2,1,1,0.5,62,-2.457368476,-2.01715589,0.4402125859
BYERQZBUECJLQD-UHFFFAOYSA-M,0.9558,409.396,8,1,0,0,126,-2.949385763,-2.509027372,0.4403583913
HYPJZSYXUWYJDG-UHFFFAOYSA-N,4.0697,312.152,4,3,3,0.6,104,-3.800630825,-4.241261959,0.4406311341
QARRCHMPOZWNED-UHFFFAOYSA-N,1.927,127.231,0,1,1,0,54,-1.029045979,-1.469825757,0.4407797775
JHJOOSLFWRRSGU-UHFFFAOYSA-N,4.5429,321.549,4,4,0,0.375,90,-5.7199998,-5.278862373,0.4411374266
LRUUNMYPIBZBQH-UHFFFAOYSA-N,1.436,261.064,1,5,0,0.6875,84,-2.8199999,-2.378115761,0.4418841395
HRACVNXTSHEBIU-UHFFFAOYSA-N,2.1456,405.451,7,8,5,0.4137931034,158,-2.296184504,-2.738112439,0.4419279349
XGLHJEZLNGXEAZ-UHFFFAOYSA-N,2.14469,191.259,1,3,1,0.8461538462,66,-2.510753974,-2.068778822,0.4419751517
FXNYSZHYMGWWEZ-UHFFFAOYSA-N,-0.2947,195.222,2,5,1,0.4285714286,76,-0.989498762,-1.431475343,0.4419765808
KZPRCESDIPAEAE-OUKQBFOZSA-N,2.3169,204.229,4,4,0,0.4,78,-2.866072615,-2.424073253,0.4419993617
XDTMQSROBMDMFD-UHFFFAOYSA-N,2.3406,84.162,0,0,0,0,36,-3.0999999,-2.657919402,0.4420804979
SHAYBENGXDALFF-UHFFFAOYSA-N,4.2482,299.845,3,1,1,0.5714285714,110,-3.892561256,-4.334802215,0.4422409591
YIWUKEYIRIRTPP-QMMMGPOBSA-N,2.1951,130.231,5,1,1,0,56,-2.1099999,-1.667530043,0.4424698569
FTLSQEOSDKCVOB-UHFFFAOYSA-N,1.8035,281.444,2,3,0,0,116,-2.798113981,-2.355528801,0.44258518
XIPRKCKRTFFPII-UHFFFAOYSA-N,-0.5981,356.293,9,2,1,0.5217391304,126,-4.248603907,-3.805944681,0.4426592258
YPNGOYFSQMSAOZ-UHFFFAOYSA-N,2.5084,284.267,5,3,2,0.5714285714,106,-2.790968615,-3.23366729,0.4426986746
KUEUWHJGRZKESU-UHFFFAOYSA-N,2.9808,556.531,12,12,0,0.5853658537,208,-4.15297952,-4.595755709,0.4427761894
OIWMXOXKUZXIQW-LVEZLNDCSA-N,1.8665,598.605,6,9,4,0.2790697674,230,-4.694354955,-4.251355253,0.4429997021
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,0.9778,112.084,1,2,1,0.625,42,-0.47999999,-0.03665974922,0.4433402408
ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,1.793,146.145,0,2,0,0.9090909091,54,-1.89,-1.446448326,0.4435516739
XEIDPXZIMOWYQI-UHFFFAOYSA-N,1.0625,192.218,0,3,1,0.4285714286,74,-1.016622326,-1.460184034,0.4435617075
SDSIHESJXQVDJI-UHFFFAOYSA-N,3.3654,249.335,2,3,0,0.3529411765,90,-4.189945177,-3.74634929,0.4435958873
PXSOHRWMIRDKMP-UHFFFAOYSA-N,-0.8195,231.255,3,5,0,0,88,-0.334707354,-0.7783304413,0.4436230873
PGBYZQMLFZWJHF-UHFFFAOYSA-N,1.9905,314.257,4,6,0,0.4782608696,116,-2.600758729,-3.044408427,0.4436496985
YFTHZRPMJXBUME-UHFFFAOYSA-N,2.5184,143.274,6,1,0,0,62,-2.28,-1.836188054,0.4438119459
HCYAFALTSJYZDH-UHFFFAOYSA-N,3.5328,266.388,4,2,1,0.6,104,-3.6600001,-4.103934212,0.4439341123
RZKSECIXORKHQS-SSDOTTSWSA-N,1.9475,116.204,4,1,1,0,50,-1.47,-1.025818719,0.4441812813
VNDHYTGVCGVETQ-UHFFFAOYSA-N,0.9246,139.129,1,1,1,0.6,52,-0.99389065,-1.438366781,0.4444761312
CXQSCYIVCSCSES-UHFFFAOYSA-N,2.4138,106.596,2,0,0,0,38,-2.6300001,-3.074661311,0.4446612109
NFRKUDYZEVQXTE-RXMQYKEDSA-N,2.4138,106.596,2,0,0,0,38,-2.6300001,-3.074661311,0.4446612109
JIOUJVPLJOQUFD-UHFFFAOYSA-N,0.6175,158.201,3,2,2,0,64,-1.132883299,-0.6879306373,0.4449526617
XHDRCKHCSHZSMF-UHFFFAOYSA-N,3.996,322.718,3,1,1,0,100,-4.230065551,-4.675619632,0.445554081
LPFJBUTXCFPAMS-UHFFFAOYSA-N,1.0002,231.299,1,3,0,0.3529411765,90,-2.083140388,-1.637310923,0.445829465
UUTBHLBAOBZVBU-UHFFFAOYSA-N,1.0002,231.299,1,3,0,0.3529411765,90,-2.083140388,-1.637310923,0.445829465
HVILUKPDZDFAAL-UHFFFAOYSA-N,1.68884,230.691,4,3,2,0.4,84,-3.102953616,-2.657045738,0.4459078779
HOGNMZSUBOLTHT-UHFFFAOYSA-N,3.7156,324.424,5,3,1,0.5,126,-4.268074939,-3.822160821,0.445914118
ZFPGARUNNKGOBB-UHFFFAOYSA-N,0.6287,113.16,1,1,0,0,46,0.006248949,-0.4396840198,0.4459329688
MLUCVPSAIODCQM-NSCUHMNNSA-N,0.7614,70.091,1,1,0,0,28,0.31999999,-0.1259903802,0.4459903702
LWULXYSYLOIDQY-UHFFFAOYSA-N,3.03422,296.279,3,6,0,0.2857142857,114,-4.4699998,-4.023955877,0.4460439232
XDROKJSWHURZGO-UHFFFAOYSA-N,2.5392,186.166,0,3,0,0.9285714286,68,-2.335603961,-2.78185367,0.4462497089
KKHGNHUXFIKANY-GPPWNDLUSA-M,-2.1217,295.314,1,4,0,0,106,-0.579863017,-1.026119135,0.4462561178
LYMCPICMHHGLKL-UHFFFAOYSA-N,4.3098,333.834,5,2,0,0.5217391304,122,-3.891069358,-4.33735173,0.4462823719
XWVNWXNQELAUTL-UHFFFAOYSA-N,4.3098,333.834,5,2,0,0.5217391304,122,-3.891069358,-4.33735173,0.4462823719
UUFIZWJFMXMPSW-UHFFFAOYSA-N,5.1351,299.93,3,1,0,0,118,-5.180350373,-4.734067848,0.4462825253
FJKIXWOMBXYWOQ-UHFFFAOYSA-N,1.1664,72.107,2,1,0,0,30,-0.85000002,-0.4035055926,0.4464944274
QAXAHXNXXIWQIZ-UHFFFAOYSA-N,0.5199,118.136,3,2,0,0,48,-0.459810308,-0.01320932839,0.4466009796
YPRWUHITXSFUFV-UHFFFAOYSA-N,1.8218,393.779,1,2,2,0,78,-2.867712398,-2.420686468,0.4470259301
OVSKIKFHRZPJSS-UHFFFAOYSA-N,2.4568,221.039,3,2,1,0.4615384615,70,-2.51,-2.062964772,0.447035228
KBHMHROOFHVLBA-UHFFFAOYSA-N,1.8194,177.247,3,2,0,0.4615384615,70,-1.244687703,-0.7975647441,0.4471229589
