InChIKey,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,valence Electron,Aromatic Proportion,logS
Cyclohexanone,1.5196,98.14500000000001,0.0,1.0,0.0,40.0,0.0,-0.6
Cyclohexene,2.1166,82.146,0.0,0.0,0.0,34.0,0.0,-2.59
cycloheximide,1.0414999999999999,281.35200000000003,3.0,4.0,2.0,112.0,0.0,-1.13
Cyclohexyl-5-spirobarbituric acid,0.3029,196.206,0.0,3.0,2.0,76.0,0.0,-3.06
Cyclooctane,3.120800000000002,112.21600000000001,0.0,0.0,0.0,48.0,0.0,-4.15
Cyclooctanol,2.0915999999999997,128.215,0.0,1.0,1.0,54.0,0.0,-1.29
Cyclooctyl-5-spirobarbituric acid,1.0831,224.25999999999996,0.0,3.0,2.0,88.0,0.0,-2.9819999999999998
Cyclopentane ,1.9505000000000001,70.135,0.0,0.0,0.0,30.0,0.0,-2.64
Cyclopentene ,1.7265,68.11900000000001,0.0,0.0,0.0,28.0,0.0,-2.1
Cyclopentyl-5-spirobarbituric acid,-0.08720000000000011,182.179,0.0,3.0,2.0,70.0,0.0,-2.349
Cyclopropyl-5-spirobarbituric acid,-0.8674000000000002,154.125,0.0,3.0,2.0,58.0,0.0,-1.886
Cycluron,2.3705,198.30999999999992,1.0,1.0,1.0,82.0,0.0,-2.218
Cyfluthrin,6.317080000000003,434.29400000000015,6.0,4.0,0.0,150.0,0.41379310344827586,-7.337000000000001
Cyhalothrin,6.543980000000005,449.8560000000001,6.0,4.0,0.0,162.0,0.3870967741935484,-8.176
Cypermethrin,6.177980000000004,416.30400000000014,6.0,4.0,0.0,144.0,0.42857142857142855,-8.017000000000001
cytosine,-0.6479000000000001,111.104,0.0,3.0,2.0,42.0,0.75,-1.155
Danazol,4.221000000000004,337.4630000000001,0.0,3.0,1.0,132.0,0.2,-5.507000000000001
Dapsone,1.6838000000000002,248.307,2.0,4.0,2.0,88.0,0.7058823529411765,-3.094
DDD,5.929000000000003,320.04600000000005,3.0,0.0,0.0,94.0,0.6666666666666666,-7.2
DDE,6.187900000000003,318.0300000000001,2.0,0.0,0.0,92.0,0.6666666666666666,-6.9
DDT,6.495500000000002,354.491,2.0,0.0,0.0,100.0,0.631578947368421,-7.15
Decalin,3.3668000000000022,138.254,0.0,0.0,0.0,58.0,0.0,-5.19
DEF,6.694400000000005,314.5220000000001,12.0,4.0,0.0,104.0,0.0,-5.14
Deltamethrin,6.490180000000005,505.20600000000024,6.0,4.0,0.0,144.0,0.42857142857142855,-8.402000000000001
Deoxycorticosterone,3.695900000000003,330.4680000000001,2.0,3.0,1.0,132.0,0.0,-3.45
deoxycorticosterone acetate,4.266700000000004,372.5050000000002,3.0,4.0,0.0,148.0,0.0,-4.63
Desmedipham,3.8659000000000017,300.314,4.0,4.0,2.0,114.0,0.5454545454545454,-4.632
Dexamethasone,1.8957000000000002,392.4670000000002,2.0,5.0,3.0,154.0,0.0,-3.59
dexamethasone acetate,2.466500000000001,434.5040000000003,3.0,6.0,2.0,170.0,0.0,-4.9
D-fenchone,2.401700000000001,152.237,0.0,1.0,0.0,62.0,0.0,-1.85
Di(2-ethylhexyl)-phthalate,6.433000000000007,390.5640000000003,14.0,4.0,0.0,158.0,0.21428571428571427,-6.96
Dialifor,3.878200000000003,393.85400000000016,8.0,6.0,0.0,126.0,0.2608695652173913,-6.34
Dialifos,3.878200000000003,393.85400000000016,8.0,6.0,0.0,126.0,0.2608695652173913,-6.34
Diallate,4.277400000000004,270.225,4.0,2.0,0.0,88.0,0.0,-4.2860000000000005
Diazepam,3.153800000000002,284.74600000000004,1.0,2.0,0.0,100.0,0.6,-3.7539999999999996
Diazinon,3.5847200000000026,304.35200000000003,7.0,6.0,0.0,108.0,0.3157894736842105,-3.64
Dibenzofurane,3.586000000000002,168.195,0.0,1.0,0.0,62.0,1.0,-4.6
Dibenzothiophene,4.054500000000002,184.263,0.0,1.0,0.0,62.0,1.0,-4.38
Dibromomethane,1.7337,173.83499999999998,0.0,0.0,0.0,20.0,0.0,-1.17
Dibutyl ether ,2.603200000000001,130.231,6.0,1.0,0.0,56.0,0.0,-1.85
dibutyl sebacate,4.7938000000000045,314.46600000000007,15.0,4.0,0.0,130.0,0.0,-3.8960000000000004
dibutylphthalate,3.600400000000003,278.348,8.0,4.0,0.0,110.0,0.3,-4.4
Dicapthon,3.144300000000002,297.656,5.0,6.0,0.0,94.0,0.35294117647058826,-4.31
Dichloromethane,1.4215,84.93299999999999,0.0,0.0,0.0,20.0,0.0,-0.63
Dichlorophen,3.9954000000000023,269.127,2.0,2.0,2.0,88.0,0.7058823529411765,-3.9530000000000003
Dicofol,5.599500000000002,370.49,2.0,1.0,1.0,106.0,0.6,-5.666
Dieldrin,4.481400000000002,380.913,0.0,1.0,0.0,104.0,0.0,-6.29
Dienestrol,4.604600000000004,266.34,3.0,2.0,2.0,102.0,0.6,-4.95
Dienochlor,7.725599999999999,474.64,1.0,0.0,0.0,110.0,0.0,-7.278
Diethyl ether ,1.0428000000000002,74.123,2.0,1.0,0.0,32.0,0.0,-0.09
Diethyl phthalate ,2.04,222.23999999999995,4.0,4.0,0.0,86.0,0.375,-2.35
Diethyl sulfide,1.7593999999999999,90.191,2.0,1.0,0.0,32.0,0.0,-1.34
Diethyldisulfide,2.4076000000000004,122.258,3.0,2.0,0.0,38.0,0.0,-2.42
diethylstilbestrol,4.828600000000005,268.356,4.0,2.0,2.0,104.0,0.6,-4.07
Difenoxuron,3.581000000000002,286.331,4.0,3.0,1.0,110.0,0.5714285714285714,-4.16
difluron,3.5801000000000016,310.687,2.0,2.0,2.0,108.0,0.5714285714285714,-6.02
Digitoxin,3.247300000000002,764.9499999999999,7.0,13.0,5.0,306.0,0.0,-5.292999999999999
"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",2.2181000000000015,780.9490000000001,7.0,14.0,6.0,312.0,0.0,-4.081
Dihexyl phthalate,5.160800000000005,334.45600000000024,12.0,4.0,0.0,134.0,0.25,-6.144
Diiodomethane,1.8139,267.835,0.0,0.0,0.0,20.0,0.0,-2.34
diisooctyl phthalate,6.433000000000008,390.5640000000002,14.0,4.0,0.0,158.0,0.21428571428571427,-6.6370000000000005
Diisopropyl ether ,1.8197999999999999,102.17699999999999,2.0,1.0,0.0,44.0,0.0,-1.1
Diisopropylsulfide,2.5364000000000004,118.24499999999999,2.0,1.0,0.0,44.0,0.0,-2.24
Dimecron,2.3950000000000005,299.6909999999999,8.0,5.0,0.0,106.0,0.0,0.523
Dimefuron,2.8699000000000012,338.79500000000013,2.0,5.0,1.0,124.0,0.4782608695652174,-4.328
dimetan,1.9576,211.26099999999994,1.0,3.0,0.0,84.0,0.0,-0.85
dimethirimol,1.89922,209.29299999999998,4.0,4.0,1.0,84.0,0.4,-2.24
Dimethoxymethane,0.23670000000000002,76.095,2.0,2.0,0.0,32.0,0.0,0.48
Dimethyl phthalate,1.2597999999999998,194.18599999999995,2.0,4.0,0.0,74.0,0.42857142857142855,-1.66
Dimethyl sulfide,0.9792,62.137,0.0,1.0,0.0,20.0,0.0,-0.45
Dimethyldisulfide,1.6274,94.20400000000001,1.0,2.0,0.0,26.0,0.0,-1.44
Dinitramine,2.9502000000000006,322.243,5.0,6.0,1.0,122.0,0.2727272727272727,-5.47
Dinoseb,2.7221000000000024,240.21499999999995,4.0,5.0,1.0,92.0,0.35294117647058826,-3.38
d-inositol,-3.8346000000000005,180.156,0.0,6.0,6.0,72.0,0.0,0.35
Di-n-propylsulfide,2.539600000000001,118.24499999999999,4.0,1.0,0.0,44.0,0.0,-2.58
dioctyl phthalate,6.721200000000008,390.56400000000036,16.0,4.0,0.0,158.0,0.21428571428571427,-5.115
Diosgenin,5.508800000000006,414.63000000000017,0.0,3.0,1.0,168.0,0.0,-7.32
Dioxacarb,1.4502,223.22799999999995,2.0,4.0,1.0,86.0,0.375,-1.57
diphenamid,2.9067000000000016,239.318,3.0,1.0,0.0,92.0,0.6666666666666666,-2.98
Diphenyl ether ,3.478900000000002,170.211,2.0,1.0,0.0,64.0,0.9230769230769231,-3.96
Diphenylamine,3.430200000000002,169.227,2.0,1.0,1.0,64.0,0.9230769230769231,-3.5039999999999996
Diphenylmethane,3.277400000000002,168.239,2.0,0.0,0.0,64.0,0.9230769230769231,-4.08
Dipropyl ether,1.823,102.17699999999999,4.0,1.0,0.0,44.0,0.0,-1.62
Disulfiram,3.6212000000000026,296.5520000000001,4.0,4.0,0.0,94.0,0.0,-4.86
Disulfoton,3.7702000000000027,274.413,9.0,5.0,0.0,86.0,0.0,-4.23
Ditalimfos,2.5801000000000007,299.28800000000007,5.0,5.0,0.0,102.0,0.3157894736842105,-3.35
Diuron,3.0869000000000018,233.09799999999998,1.0,1.0,1.0,76.0,0.42857142857142855,-3.8
d-Limonene,3.308900000000002,136.238,1.0,0.0,0.0,56.0,0.0,-4.26
DNOC,1.5170200000000003,198.134,2.0,5.0,1.0,74.0,0.42857142857142855,-1.456
Dulcin,1.5758999999999999,180.20699999999997,3.0,2.0,2.0,70.0,0.46153846153846156,-2.17
Dyphylline,-2.2130999999999985,254.24599999999995,3.0,8.0,2.0,98.0,0.5,-0.17
Eicosane,8.048000000000007,282.5559999999999,17.0,0.0,0.0,122.0,0.0,-8.172
Endrin,4.481400000000002,380.913,0.0,1.0,0.0,104.0,0.0,-6.18
Epiandrosterone,3.959100000000003,290.447,0.0,2.0,1.0,118.0,0.0,-4.16
Epitostanol,4.483900000000005,306.51500000000004,0.0,2.0,1.0,118.0,0.0,-5.41
Equilenin,3.9444000000000026,266.34,0.0,2.0,1.0,102.0,0.5,-5.24
Equilin,3.7375000000000025,268.356,0.0,2.0,1.0,104.0,0.3,-5.282
Eriodictyol,2.2155000000000005,288.255,1.0,6.0,4.0,108.0,0.5714285714285714,-3.62
Erythritol,-2.3071999999999995,122.11999999999999,3.0,4.0,4.0,50.0,0.0,0.7
Estradiol,3.6092000000000026,272.388,0.0,2.0,2.0,108.0,0.3,-5.03
Estragole,2.4237,148.205,3.0,1.0,0.0,58.0,0.5454545454545454,-2.92
estriol,2.5800000000000005,288.387,0.0,3.0,3.0,114.0,0.2857142857142857,-4.955
Estrone,3.817400000000003,270.372,0.0,2.0,1.0,106.0,0.3,-3.955
Ethalfluralin,3.9242000000000035,333.266,6.0,5.0,0.0,126.0,0.2608695652173913,-6.124
Ethane,1.0262,30.07,0.0,0.0,0.0,14.0,0.0,-1.36
Ethanethiol,0.9360999999999999,62.137,0.0,1.0,1.0,20.0,0.0,-0.6
Ethanol,-0.0014000000000000123,46.069,0.0,1.0,1.0,20.0,0.0,1.1
Ethinyl estradiol,3.6126000000000023,296.41,0.0,2.0,2.0,116.0,0.2727272727272727,-4.3
ethiofencarb,2.6579000000000006,225.313,4.0,3.0,1.0,82.0,0.4,-2.09
Ethion,5.005300000000004,384.4870000000002,12.0,8.0,0.0,116.0,0.0,-5.54
Ethirimol,1.85272,209.29299999999998,5.0,3.0,2.0,84.0,0.4,-3.028
Ethisterone,3.8826000000000027,312.45300000000003,0.0,2.0,1.0,124.0,0.0,-5.66
Ethofumesate,2.0576,286.34900000000005,4.0,5.0,0.0,106.0,0.3157894736842105,-3.42
ethofumesate,2.0576,286.34900000000005,4.0,5.0,0.0,106.0,0.3157894736842105,-3.42
Ethoxyzolamide,1.3424,258.324,3.0,5.0,1.0,86.0,0.5625,-3.81
Ethyl acetate,0.5694,88.106,1.0,2.0,0.0,36.0,0.0,-0.04
Ethyl benzoate ,1.8633,150.177,2.0,2.0,0.0,58.0,0.5454545454545454,-2.32
Ethyl butyrate,2.1298000000000004,144.21399999999997,5.0,2.0,0.0,60.0,0.0,-1.28
ethyl cinnamate,2.2629,176.215,3.0,2.0,0.0,68.0,0.46153846153846156,-3.0
Ethyl decanoate,3.6902000000000026,200.32199999999997,9.0,2.0,0.0,84.0,0.0,-4.1
Ethyl formate,0.17930000000000001,74.07900000000001,2.0,2.0,0.0,30.0,0.0,0.15
Ethyl heptanoate,2.5199000000000007,158.24099999999999,6.0,2.0,0.0,66.0,0.0,-2.74
Ethyl hexanoate,2.1298000000000004,144.21399999999997,5.0,2.0,0.0,60.0,0.0,-2.35
Ethyl nonanoate,3.3001000000000023,186.295,8.0,2.0,0.0,78.0,0.0,-3.8
Ethyl octanoate,2.910000000000001,172.26799999999997,7.0,2.0,0.0,72.0,0.0,-3.39
Ethyl pentanoate,1.7397,130.18699999999998,4.0,2.0,0.0,54.0,0.0,-1.75
Ethyl propionate,0.9595,102.133,2.0,2.0,0.0,42.0,0.0,-0.66
Ethyl propyl ether,1.4329,88.14999999999999,3.0,1.0,0.0,38.0,0.0,-0.66
Ethyl vinyl ether,1.1664,72.10700000000001,2.0,1.0,0.0,30.0,0.0,-0.85
Ethylbenzene,2.2490000000000006,106.16799999999996,1.0,0.0,0.0,42.0,0.75,-2.77
Ethylcyclohexane,2.976700000000002,112.21600000000001,1.0,0.0,0.0,48.0,0.0,-4.25
Ethylene,0.8022,28.053999999999995,0.0,0.0,0.0,12.0,0.0,-0.4
Ethyl-p-aminobenzoate,1.4455,165.19199999999998,2.0,3.0,1.0,64.0,0.5,-2.1
Ethyl-p-hydroxybenzoate ,1.5689,166.176,2.0,3.0,1.0,64.0,0.5,-2.35
Ethyne,0.24939999999999998,26.037999999999997,0.0,0.0,0.0,10.0,0.0,0.29
Etofenprox,6.372000000000007,376.49600000000004,9.0,3.0,0.0,146.0,0.6428571428571429,-8.6
Etomidate,2.669100000000001,244.294,4.0,4.0,0.0,94.0,0.6111111111111112,-4.735
"Etoposide (148-167,25mg/ml)",1.338599999999999,588.5620000000001,5.0,13.0,3.0,226.0,0.2857142857142857,-3.571
eucalyptol,2.7441000000000013,154.253,0.0,1.0,0.0,64.0,0.0,-1.64
Eugenol,2.1293,164.204,3.0,2.0,1.0,64.0,0.5,-1.56
Fenarimol,4.0676000000000005,331.202,3.0,3.0,1.0,110.0,0.8181818181818182,-4.38
Fenfuram,2.840320000000001,201.22500000000002,2.0,2.0,1.0,76.0,0.7333333333333333,-3.3
Fenitrothion,2.7993200000000007,277.238,5.0,6.0,0.0,94.0,0.35294117647058826,-4.04
Fenothiocarb,3.2604000000000024,253.367,6.0,3.0,0.0,94.0,0.35294117647058826,-3.927
Fenoxycarb,3.6038000000000023,301.34200000000004,7.0,4.0,1.0,116.0,0.5454545454545454,-4.7
Fenpropathrin,5.268980000000004,349.43000000000006,5.0,4.0,0.0,134.0,0.46153846153846156,-6.025
fensulfothion,3.1003000000000016,308.36100000000005,7.0,5.0,0.0,102.0,0.3333333333333333,-2.3
Fenthion,3.6130200000000023,278.335,5.0,5.0,0.0,90.0,0.375,-4.57
Fenuron,1.7801,164.208,1.0,1.0,1.0,64.0,0.5,-1.6
fluconazole,0.7357999999999993,306.276,5.0,7.0,1.0,114.0,0.7272727272727273,-1.8
Flucythrinate,6.627980000000005,451.46900000000005,9.0,5.0,0.0,170.0,0.5454545454545454,-6.876
Flucytosine,-0.5088000000000001,129.09399999999997,0.0,3.0,2.0,48.0,0.6666666666666666,-0.972
Fludrocortisone,1.8737,380.45600000000013,2.0,5.0,3.0,150.0,0.0,-3.43
Flumethasone,1.8436999999999997,410.4570000000002,2.0,5.0,3.0,160.0,0.0,-5.6129999999999995
Flumetralin,5.340800000000003,421.7340000000001,6.0,5.0,0.0,150.0,0.42857142857142855,-6.78
Fluometuron,2.7989000000000006,232.20499999999996,1.0,1.0,1.0,88.0,0.375,-3.43
Fluoranthene,4.487200000000002,202.25599999999997,0.0,0.0,0.0,74.0,1.0,-6.0
Fluorene ,3.2578000000000014,166.22299999999998,0.0,0.0,0.0,62.0,0.9230769230769231,-5.0
Fluorobenzene,1.8256999999999999,96.10399999999998,0.0,0.0,0.0,36.0,0.8571428571428571,-1.8
Fluoromethalone,2.923300000000001,376.46800000000013,1.0,4.0,2.0,148.0,0.0,-4.099
Fluorometuron,2.7989000000000006,232.20499999999996,1.0,1.0,1.0,88.0,0.375,-3.32
Fluridone,4.738100000000002,329.32099999999997,2.0,2.0,0.0,122.0,0.75,-4.445
Flurochloridone,3.514400000000002,312.118,2.0,1.0,0.0,104.0,0.3157894736842105,-4.047
Flutriafol,2.492400000000001,301.296,4.0,4.0,1.0,112.0,0.7727272727272727,-3.37
Fluvalinate,7.395680000000005,502.9200000000002,8.0,5.0,1.0,182.0,0.5142857142857142,-8.003
Formetanate,1.6262,221.26,3.0,3.0,1.0,86.0,0.375,-2.34
Formothion,0.8516999999999999,257.27299999999997,6.0,6.0,0.0,82.0,0.0,-1.995
Fructose,-3.2197999999999998,180.156,2.0,6.0,5.0,72.0,0.0,0.64
Furane,1.2795999999999998,68.07499999999999,0.0,1.0,0.0,26.0,1.0,-0.82
Furfural,1.0920999999999998,96.08499999999998,1.0,2.0,0.0,36.0,0.7142857142857143,-0.1
gentisin,1.5528,262.261,1.0,5.0,2.0,100.0,0.0,-2.943
Glafenine,3.141800000000001,372.80800000000016,6.0,6.0,3.0,134.0,0.6153846153846154,-4.571000000000001
glucose,-3.2214000000000005,180.156,1.0,6.0,5.0,72.0,0.0,0.74
Glutethimide,1.771,217.268,2.0,2.0,1.0,84.0,0.375,-2.3369999999999997
Glycerol,-1.6681000000000001,92.09400000000001,2.0,3.0,3.0,38.0,0.0,1.12
Glyceryl triacetate,0.044299999999999784,218.20499999999998,5.0,6.0,0.0,86.0,0.0,-0.6
Griseofulvin,2.8103000000000007,352.7700000000001,3.0,6.0,0.0,128.0,0.25,-3.2460000000000004
Guaiacol,1.4008,124.13899999999997,1.0,2.0,1.0,48.0,0.6666666666666666,-1.96
guanine,-0.7716000000000003,151.129,0.0,4.0,3.0,56.0,0.8181818181818182,-3.583
halothane,2.5084999999999997,197.381,0.0,0.0,0.0,44.0,0.0,-1.71
hematein,1.3295999999999997,300.266,0.0,6.0,4.0,112.0,0.2727272727272727,-2.7
Heptachlor,5.2415,373.3209999999999,0.0,0.0,0.0,94.0,0.0,-6.317
Heptane,2.976700000000002,100.205,4.0,0.0,0.0,44.0,0.0,-4.53
"Hexachloro-1,3-butadiene",4.7574,260.762,1.0,0.0,0.0,58.0,0.0,-4.92
Hexachloroethane,3.7268,236.74,0.0,0.0,0.0,50.0,0.0,-3.67
hexacosane,10.388599999999993,366.7180000000002,23.0,0.0,0.0,158.0,0.0,-8.334
Hexadecane,6.487600000000007,226.44799999999992,13.0,0.0,0.0,98.0,0.0,-8.4
Hexamethylbenzene,3.5371200000000025,162.27599999999998,0.0,0.0,0.0,66.0,0.5,-5.23
Hexane ,2.5866000000000007,86.178,3.0,0.0,0.0,38.0,0.0,-3.84
Hexestrol,4.785200000000005,270.372,5.0,2.0,2.0,106.0,0.6,-4.43
Hexylbenzene ,3.809400000000003,162.276,5.0,0.0,0.0,66.0,0.5,-5.21
hydantoin,-1.1742,100.077,0.0,2.0,2.0,38.0,0.0,-0.4
hydrazobenzene,3.1256000000000013,184.242,3.0,2.0,2.0,70.0,0.8571428571428571,-2.92
hydrobenzoin,2.4536000000000007,214.264,3.0,2.0,2.0,82.0,0.75,-1.93
hydrochlorothiazide,-0.35129999999999945,297.745,1.0,5.0,3.0,94.0,0.35294117647058826,-2.63
Hydrocortisone ,1.7815999999999996,362.4660000000002,2.0,5.0,3.0,144.0,0.0,-3.09
Hydrocortisone 21-acetate,2.3524000000000003,404.5030000000002,3.0,6.0,2.0,160.0,0.0,-4.88
hydroxychlordene,3.995,354.8749999999999,0.0,1.0,1.0,94.0,0.0,-5.46
Hydroxyprogesterone-17a,3.8384000000000027,330.4680000000001,1.0,3.0,1.0,132.0,0.0,-3.8169999999999997
Hypoxanthine,-0.35380000000000006,136.114,0.0,3.0,2.0,50.0,0.9,-2.296
Indan,2.1753,118.17899999999997,0.0,0.0,0.0,46.0,0.6666666666666666,-3.04
Indapamide,2.0834,365.84200000000004,3.0,4.0,2.0,126.0,0.5,-3.5860000000000003
indazole,1.5629,118.13899999999998,0.0,1.0,1.0,44.0,1.0,-2.16
Indole,2.1678999999999995,117.15099999999997,0.0,0.0,1.0,44.0,1.0,-1.52
indoline,1.6545999999999998,119.16699999999999,0.0,1.0,1.0,46.0,0.6666666666666666,-1.04
Inosine,-1.8566000000000003,268.22900000000004,2.0,9.0,4.0,102.0,0.47368421052631576,-1.23
Iodobenzene,2.2912,204.01000000000002,0.0,0.0,0.0,36.0,0.8571428571428571,-3.01
Iodoethane,1.4413,155.966,0.0,0.0,0.0,20.0,0.0,-1.6
Iodofenphos,4.494100000000002,413.0,4.0,4.0,0.0,90.0,0.375,-6.62
Iodomethane,1.0512000000000001,141.939,0.0,0.0,0.0,14.0,0.0,-1.0
Ioxynil,2.4730799999999995,370.91499999999996,0.0,2.0,1.0,56.0,0.5454545454545454,-3.61
Ipazine,2.1914999999999996,243.74200000000002,5.0,5.0,1.0,90.0,0.375,-3.785
Isazofos,3.1887000000000016,313.747,7.0,7.0,0.0,104.0,0.2777777777777778,-3.658
Isobutyl acetate,1.2055,116.15999999999998,2.0,2.0,0.0,48.0,0.0,-1.21
Isobutyl formate,0.8154,102.13299999999998,3.0,2.0,0.0,42.0,0.0,-1.01
Isobutylbenzene,2.8851000000000013,134.22199999999998,2.0,0.0,0.0,54.0,0.6,-4.12
isocarbamid,0.37720000000000026,185.22699999999998,2.0,2.0,2.0,74.0,0.0,-2.15
Isocarboxazid,1.41762,231.25500000000002,4.0,4.0,2.0,88.0,0.6470588235294118,-2.461
Isofenphos,3.8896000000000033,345.4010000000002,8.0,5.0,1.0,124.0,0.2727272727272727,-4.194
isoguanine,-0.3593,151.129,0.0,5.0,3.0,56.0,0.8181818181818182,-3.4010000000000002
Isonazid,-0.3149000000000001,137.14200000000002,1.0,3.0,2.0,52.0,0.6,0.009000000000000001
Isopentyl acetate,1.5956000000000001,130.18699999999998,3.0,2.0,0.0,54.0,0.0,-1.92
Isopentyl formate,1.2055,116.15999999999998,4.0,2.0,0.0,48.0,0.0,-1.52
isophorone,2.3218000000000005,138.20999999999998,0.0,1.0,0.0,56.0,0.0,-1.06
Isoprocarb,2.528200000000001,193.24599999999998,2.0,2.0,1.0,76.0,0.42857142857142855,-2.863
Isopropalin,4.252800000000004,309.36600000000004,8.0,5.0,0.0,122.0,0.2727272727272727,-6.49
Isopropyl acetate,0.9579,102.133,1.0,2.0,0.0,42.0,0.0,-0.55
Isopropyl formate,0.5678,88.106,2.0,2.0,0.0,36.0,0.0,-0.63
Isopropylbenzene ,2.8100000000000014,120.19499999999995,1.0,0.0,0.0,48.0,0.6666666666666666,-3.27
Isoproturon,2.903500000000001,206.289,2.0,1.0,1.0,82.0,0.4,-3.536
Isoquinoline,2.2348,129.16199999999998,0.0,1.0,0.0,48.0,1.0,-1.45
karbutilate,2.6670000000000007,279.34,2.0,3.0,2.0,110.0,0.3,-2.93
kebuzone,2.966800000000001,322.36400000000003,5.0,3.0,0.0,122.0,0.5,-3.27
Kepone,4.6182,490.6390000000001,0.0,1.0,0.0,116.0,0.0,-5.2589999999999995
Khellin,2.8648200000000017,260.24499999999995,2.0,5.0,0.0,98.0,0.6842105263157895,-3.0210000000000004
Lactose,-5.397199999999993,342.297,4.0,11.0,8.0,136.0,0.0,-0.244
L-arabinose,-2.5823000000000005,150.13,0.0,5.0,4.0,60.0,0.0,0.39
Lenacil,1.5305,234.29899999999995,1.0,3.0,1.0,92.0,0.35294117647058826,-4.593999999999999
linalool,2.6698000000000013,154.253,4.0,1.0,1.0,64.0,0.0,-1.99
Lindane,3.644400000000001,290.832,0.0,0.0,0.0,72.0,0.0,-4.64
Linuron,3.0185000000000013,249.09699999999998,2.0,2.0,1.0,82.0,0.4,-3.592
Lorazepam,3.101300000000001,321.163,1.0,3.0,2.0,106.0,0.5714285714285714,-3.6039999999999996
Lovastatin,4.195500000000004,404.54700000000025,6.0,5.0,1.0,162.0,0.0,-6.005
Malathion,2.1218000000000004,330.3640000000001,9.0,8.0,0.0,112.0,0.0,-3.37
Malonic acid diethylester,0.5027,160.16899999999998,4.0,4.0,0.0,64.0,0.0,-0.82
Maltose,-5.397199999999993,342.297,4.0,11.0,8.0,136.0,0.0,0.358
mannitol,-3.5854000000000004,182.172,5.0,6.0,6.0,74.0,0.0,0.06
m-Chloroaniline,1.9222,127.574,0.0,1.0,1.0,42.0,0.75,-1.37
m-Chlorobromobenzene,3.102500000000001,191.45499999999998,0.0,0.0,0.0,42.0,0.75,-3.21
m-Chloroiodobenzene,2.9446000000000003,238.45499999999998,0.0,0.0,0.0,42.0,0.75,-3.55
m-Chloronitrobenzene ,2.2482000000000006,157.55599999999998,1.0,2.0,0.0,52.0,0.6,-2.77
Mebendazole,2.972200000000001,295.298,3.0,4.0,2.0,110.0,0.6818181818181818,-3.88
Mecarbam,2.6320000000000006,329.3800000000001,8.0,7.0,0.0,112.0,0.0,-2.5180000000000002
meconin,0.8497999999999999,196.20199999999997,2.0,4.0,0.0,76.0,0.0,-1.899
Medrogestone,5.279700000000005,340.5070000000001,1.0,2.0,0.0,136.0,0.0,-5.27
Mefenacet,3.3381000000000016,298.367,4.0,4.0,0.0,106.0,0.7142857142857143,-4.873
Mefluidide,2.52334,310.297,3.0,3.0,2.0,112.0,0.3,-3.24
megestrol acetate,4.575300000000004,384.5160000000002,2.0,4.0,0.0,152.0,0.0,-5.35
Menadione,2.0119000000000002,172.18299999999996,0.0,2.0,0.0,64.0,0.46153846153846156,-3.03
menthol,2.439500000000001,156.269,1.0,1.0,1.0,66.0,0.0,-2.53
Menthone,2.6477000000000013,154.253,1.0,1.0,0.0,64.0,0.0,-2.35
Meprobamate,0.9834000000000005,218.25299999999996,6.0,4.0,2.0,88.0,0.0,-1.807
mercaptobenzothiazole,2.585,167.25799999999998,0.0,3.0,1.0,50.0,0.9,-3.18
metalaxyl,1.8443399999999999,279.336,5.0,4.0,0.0,110.0,0.3,-1.601
Methane,0.6361,16.043,0.0,0.0,0.0,8.0,0.0,-0.9
Methanol,-0.3915,32.042,0.0,1.0,1.0,14.0,0.0,1.57
Methaqualone,3.0025400000000015,250.30100000000002,1.0,3.0,0.0,94.0,0.8421052631578947,-2.925
metharbital,0.5009999999999999,198.22199999999998,2.0,3.0,1.0,78.0,0.0,-2.23
Methazole,1.4359999999999997,261.064,1.0,5.0,0.0,84.0,0.6875,-2.82
Methocarbamol,0.5302000000000002,241.24299999999994,6.0,5.0,2.0,94.0,0.35294117647058826,-0.985
Methoprene,5.062000000000006,310.47800000000007,10.0,3.0,0.0,128.0,0.0,-5.19
Methoproptryne,1.8621999999999999,271.39,8.0,7.0,2.0,102.0,0.3333333333333333,-2.928
Methoxsalen,2.5478000000000005,216.19199999999995,1.0,4.0,0.0,80.0,0.8125,-3.6639999999999997
Methoxychlor,5.205900000000002,345.6529999999999,4.0,2.0,0.0,112.0,0.5714285714285714,-6.89
Methyl acetate,0.1792999999999999,74.07900000000001,0.0,2.0,0.0,30.0,0.0,0.46
Methyl acrylate,0.34539999999999993,86.09,1.0,2.0,0.0,34.0,0.0,-0.22
Methyl benzoate ,1.4732,136.14999999999998,1.0,2.0,0.0,52.0,0.6,-1.85
Methyl butyl ether ,1.4329,88.14999999999999,3.0,1.0,0.0,38.0,0.0,-0.99
Methyl butyrate,1.3496000000000001,116.15999999999998,3.0,2.0,0.0,48.0,0.0,-0.82
Methyl decanoate,3.3001000000000023,186.295,8.0,2.0,0.0,78.0,0.0,-4.69
Methyl formate,-0.2108000000000001,60.05200000000001,1.0,2.0,0.0,24.0,0.0,0.58
methyl gallate,0.5899999999999996,184.147,1.0,5.0,3.0,70.0,0.46153846153846156,-1.24
Methyl hexanoate,1.7397,130.18699999999998,4.0,2.0,0.0,54.0,0.0,-1.87
